  #|Befehl    |LV|Kz.|Passwort            |Anzeigetext fuer ?  |Zusaetzlicher Anzeigetext fuer H (Hilfe)        |B|S|C|A|b|1|2|3|4|5|s|c|V|Ports: (B=Batch/S=Sysop/C=CoSysop/A=Av/b=Bv/1-5=Gruppen/s=SuperUser/c=Console/V=Vereinsflag        
 --+----------+--+---+--------------------+--------------------+------------------------------------------------+-+-+-+-+-+-+-+-+-+-+-+-+-+---------------------------------------------------------------------------------------------------
102|SET_SPERRE|80|***|                    |        User sperren|User fuer die Box sperren             [username]|1|0|0|0|0|0|0|1|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
103|DEL_BAT   |02|***|                    |Login-Batch loeschen|                Den eigenen Login-Batch loeschen|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
104|DEL_SIG   |02|***|                    |     Signum loeschen|                      Das eigene Signum loeschen|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
105|DEL_VK    |02|***|                    |         VK loeschen|                Die eigene Visitenkarte loeschen|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
106|ABB       |01|***|                    |     An-/Abbestellen|An-/Abbestellen von Brettern   [-J]/[-N] [brett]|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
107|AUSLAST   |20|***|                    |          Auslastung|Auslastung der Ports anzeigen       [portnummer]|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
108|ECHO      |00|***|                    |    Zeichen ausgeben|Ausgabe von Texten in Batches             [text]|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
109|CLEAR     |02|***|                    |        Clear Screen|                             Bildschirm loeschen|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
109|CLS       |02|***|                    |        Clear Screen|                             Bildschirm loeschen|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
110|FILEMENU  |00|***|                    |    FileMenue an/aus|   Wechsel zwischen Standard-Brett und FileMenue|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
111|BRETTM    |00|***|                    |   BrettMenu starten|                        BrettMenu-System starten|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
112|TM        |98|***|                    | Turbo-MSG versenden|Turbo-MSG an anderen Port senden <portnr> <text>|1|1|0|0|0|1|1|1|1|1|0|0|1|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
113|TMA       |98|***|                    |   Turbo-MSG an alle|Turbo-MSG an alle Ports senden            <text>|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
114|TCHAT     |20|***|                    |   Turbo-Chat an/aus|Turbo-Chat-Fenster einstellen    <zeilen (0-10)>|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
115|AREAED    |85|***|                    |       Sektor-Editor|             Online-Editor fuer die Sektor-Daten|1|0|0|0|0|0|0|1|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
115|SEKTORED  |85|***|                    |       Sektor-Editor|             Online-Editor fuer die Sektor-Daten|1|0|0|0|0|0|0|1|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
116|BASEED    |70|***|                    |        Basen-Editor|              Online-Editor fuer die Basen-Daten|1|0|0|1|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
116|BRETTED   |70|***|                    |        Basen-Editor|              Online-Editor fuer die Basen-Daten|1|0|0|1|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
117|BEST      |20|***|                    |           Best User|             Beste User der Box! (Up / Download)|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
118|UNDEL     |20|***|                    |   Undelete-Kommando|Zurueckholen von Eintraegen          [parameter]|1|0|0|0|1|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
119|I_DEL     |02|***|                    |Geloeschte Mails anz| Anzeigen der geloeschten Eintraege  [parameter]|1|0|0|0|1|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
120|CDMENU    |20|***|                    |    Cd-Direktzugriff|                        Cd-Menu (CD-Rom-Zugriff)|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
120|DIREKT    |99|001|>G5_SYS:BEFEHL.USER<|Direktzugriff/CDMenu|   Direktzugriff (READ) auf alle Gateway-Platten|2|1|0|0|0|1|1|1|1|1|1|0|1|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
121|DIGITAL   |00|***|                    |         Digital-Uhr|         Digitale Uhr zur Zeitanzeige nach DCF77|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
122|CARGO     |99|CAR|                    |     Trading-Game II|    Tradimg-Game II / Passt Gegenstand in Cargo?|0|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
122|FINDE     |99|BUY|                    |     Trading-Game II|             Tradimg-Game II / Gegenstand finden|0|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
122|GAME      |20|***|                    |     Trading-Game II|                         Tradimg-Game II starten|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
122|TRAD      |20|***|                    |     Trading-Game II|                         Tradimg-Game II starten|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
122|ZAHLE     |99|MON|                    |     Trading-Game II|           Tradimg-Game II / Gegenstand bezahlen|0|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
123|USERED    |20|***|                    |         User-Editor|Online-Editor fuer die User-Daten     [username]|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
124|DEL_OP    |79|***|                    |Delete OP-Ruf-Merker|Aktiven OP-Ruf-Merker löschen           [portnr]|1|0|0|0|0|0|0|1|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
125|SET_CWESTE|98|038|              SCHUTZ|   C-Weste schalten!|C-Weste Aktivieren (TEXT)             [username]|1|1|0|0|0|0|0|0|0|1|1|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
125|SET_DWESTE|98|039|              SCHUTZ|   C-Weste schalten!|C-Weste Aktivieren (OHNE TEXT)        [username]|1|1|0|0|0|1|1|1|1|1|1|0|1|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
125|SET_GOTCHA|98|073|                    |Abschiessen erlaubt?|Gotcha An/Aus                         [username]|1|1|0|0|0|0|0|0|0|1|1|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
125|SET_MSGSPE|98|041|                    |      Set_MSG Sperre|                           MSG -Sperr freigeben.|1|1|0|0|0|0|0|0|0|1|1|0|1|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
125|SET_REGENB|95|040|                    |     Regenbogen MSGs|                      Rebgenbogen MSGs schalten.|1|0|1|0|0|0|0|0|0|0|1|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
125|SET_WERB  |95|042|                    |      Werbung AN/AUS|                         Werbebefreiung schalten|1|0|1|0|0|0|0|0|0|0|1|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
125|SET_XPORT |95|045|                    |        Xport Farbig|                          XPort farbig schreiben|1|0|1|0|0|0|0|0|0|0|1|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
126|WAUS      |90|042|                    |  Werbung ausstellen|                              Werbung Ausstellen|1|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
127|WAN       |90|042|                    |   Werbung anstellen|                               Werbung Anstellen|1|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
128|WRITE_HIS |80|***|                    |  Eintrag in History|           Eintrag in die User-Historie für Crew|1|0|0|0|0|0|0|1|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
129|SPENDE    |90|***|                    |      Spendeneintrag|Eintrag von Spenden in die Userdaten  [username]|1|0|1|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
130|UNLIMITED |98|***|                    | Onlinezeiten an/aus|      Unlimitierte Onlinezeiten an-/ausschalten!|1|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
131|MONITOR   |90|***|                    |      Port monitoren|Einen anderen Port monitoren/beobachten [portnr]|1|0|1|0|0|1|1|1|1|1|0|0|1|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
131|MONITOR2  |98|xxx|                    |      Port monitoren|Einen anderen Port monitoren/beobachten [portnr]|1|0|0|0|0|1|1|1|1|1|1|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
132|USERINFO  |20|***|                    |Status und Info User|Anzeige Userstatus, Levelinfo u.v.m.  [username]|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
133|LISTMSG   |20|***|                    |  MSG-Liste anzeigen|Listet MSG in Postfächern             [username]|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
134|BRETT_PW  |50|BPW|                    | Brett-Passwortprot.|            Anzeige des Brettpasswort-Protokolls|1|0|0|1|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
135|CHANGE    |80|***|                    |  Wechseln/Speichern|   Wechselt/Speichert VKs,Sigums und XPort-Texte|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
136|MULTIPORTS|99|***|            MINI-PPP|   Multi-Login-Ports| Startet die Unterstützung für MultiPort-Betrieb|1|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
137|EMAIL_FRAG|99|002|                    |      eMail-File da?|                Ist eMail-File 'ausgang.dat' da?|1|1|0|0|0|1|1|1|1|1|1|0|1|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
137|EMAIL_RAUS|99|001|                    |   eMail-File senden|              eMail-File 'ausgang.dat' versenden|1|1|0|0|0|1|1|1|1|1|1|0|1|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
137|EMAIL_REIN|99|000|                    |eMail-File empfangen|Mail-File 'eingang.dat' empfangen & einsortieren|1|1|0|0|0|1|1|1|1|1|1|0|1|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
137|MAIL_FRAGE|99|002|                    |      eMail-File da?|                Ist eMail-File 'ausgang.dat' da?|1|1|0|0|0|1|1|1|1|1|1|0|1|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
137|MAIL_RAUS |99|001|                    |   eMail-File senden|              eMail-File 'ausgang.dat' versenden|1|1|0|0|0|1|1|1|1|1|1|0|1|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
137|MAIL_REIN |99|000|                    |eMail-File empfangen|Mail-File 'eingang.dat' empfangen & einsortieren|1|1|0|0|0|1|1|1|1|1|1|0|1|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
138|GRUPPENTEX|80|***|                    | Gruppentexte bearb.|Gruppentexte/Flagtexte bearb.!!!!NICHT SPIELEN!!|1|0|1|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
139|FREEMSG   |98|***|                    | MSG-Status aufheben|MSG-Status beim User löschen          [username]|1|0|1|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
140|GETMSG    |20|***|                    |    MSGs umsortieren|                 Eine bestimmte MSG zuerst lesen|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
141|MAP       |99|MAP|                    |     GAME: Landkarte|         Azeige der Landarte für das Tradinggame|1|1|0|0|0|1|1|1|1|1|0|0|1|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
142|INFOALL   |20|001|                    |LogIn-Info-Wall(all)|      LogIn-Wall aufrufen und ALLE News anzeigen|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
142|INFOEDIT  |80|002|                    |LogIn-Info-Text edit|                        LogIn-Wall-Text eingeben|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
142|INFOWALL  |20|***|                    |     LogIn-Info-Wall|           LogIn-Wall aufrufen und News anzeigen|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
143|TARNUNG   |99|***|                    |  Ultimative Tarnung|        Tarnung an/aus (Die Tarnung ist 100%ig!)|0|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
144|FARBTEXT  |90|U18|                    | XPort-Text in Farbe|  Farbigen XPort-Text erstellen (Trading-GameII)|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
145|ENTFUEHRT1|99|d15|                    |   GAME-Befehl: d,15|        Stellt den User auf die Koordinaten d,15|0|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
145|ENTFUEHRT2|99|o11|                    |   GAME-Befehl: o,11|        Stellt den User auf die Koordinaten o,11|0|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
145|ENTFUEHRT3|99|j55|                    |   GAME-Befehl: j,55|        Stellt den User auf die Koordinaten j,55|0|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
145|ENTFUEHRT4|99|t70|                    |   GAME-Befehl: t,70|        Stellt den User auf die Koordinaten t,70|0|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
145|HOME      |99|n24|                    |   GAME-Befehl: n,24|        Stellt den User auf die Koordinaten n,24|1|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
146|SET_CLEAR |20|***|                    |Scroll o. ClearSreen|     Nach TASTE normal weiter oder Clear Screen?|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
147|CHECK     |20|***|                    | Brett prüfen & rep.|   Das aktuelle Brett wird geprüft und repariert|1|0|0|0|1|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
148|DU        |20|***|                    |     Plattenbelegung|   Disk Usage (Plattenplatz) für aktuelles Brett|1|0|0|0|1|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
149|AREAVORSP |20|010|               PATCH| Update Areavorspann| Update Areavorspann per Upload als Ansi o.Ascii|1|0|0|1|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
149|BRETTVORSP|20|001|              050898|Update Brettvorspann|Update Brettvorspann per Upload als Ansi o.Ascii|1|0|0|0|1|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
149|TERMINUPD |99|000|>G5_SYS:BEFEHL.USER<|Upload: TerminSystem|       G5_Sys:TerminSystem aktualisieren (Jimmi)|2|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
149|UPDATE    |99|901|>G5_SYS:BEFEHL.USER<|  Updates einspielen|         Update entpacken, kopieren und rebooten|2|1|0|0|0|1|1|1|1|1|1|0|1|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
